GENEID	HN-score(HN5)
Os01g0258700	4
Os01g0259200	4
Os01g0259300	-7
Os01g0259400	7
Os01g0259600	1
Os01g0259900	-10
Os01g0259933	17
Os01g0259966	47
Os01g0260000	-4
Os01g0260100	-6
Os01g0260500	-1
Os01g0260700	2
Os01g0260800	-5
Os01g0260950	1
Os01g0261000	-12
Os01g0261100	-1
Os01g0261200	-1
Os01g0261500	-11
Os01g0261700	4
Os01g0262000	1
Os01g0262401	4
Os01g0262500	3
Os01g0262600	-2
Os01g0262700	7
Os01g0263000	-12
Os01g0263300	-28
Os01g0263400	8
Os01g0263500	0
Os01g0263600	14
Os01g0263900	4
Os01g0264000	-5
Os01g0264100	-1
Os01g0264125	0
Os01g0264400	-16
Os01g0264500	-10
Os01g0264600	3
Os01g0264700	5
Os01g0264900	2
Os01g0265000	0
Os01g0265100	-41
Os01g0265200	2
Os01g0265400	2
Os01g0265700	1
Os01g0265800	-4
Os01g0265900	11
Os01g0266000	9
Os01g0266100	-16
Os01g0266200	3
Os01g0266400	-8
Os01g0266500	-10
Os01g0266600	-5
Os01g0266800	18
Os01g0267050	5
Os01g0267100	9
Os01g0267200	-3
Os01g0267300	-14
Os01g0267400	-2
Os01g0267600	8
Os01g0267800	-15
Os01g0267900	-7
Os01g0268000	13
Os01g0268100	-16
Os01g0268201	-1
Os01g0268300	-1
Os01g0268600	3
Os01g0268700	6
Os01g0268733	2
Os01g0268800	4
Os01g0268900	-3
Os01g0269000	31
Os01g0269100	4
Os01g0269500	22
Os01g0269550	4
Os01g0269800	-11
Os01g0269900	-5
Os01g0269950	0
Os01g0270100	0
Os01g0270300	11
Os01g0270501	4
Os01g0270700	3
Os01g0271000	2
Os01g0271200	4
Os01g0271400	2
Os01g0271500	10
Os01g0271700	1
Os01g0272600	3
Os01g0272650	0
Os01g0272700	-3
Os01g0272800	-3
Os01g0272850	-1
Os01g0272901	2
Os01g0273000	-1
Os01g0273100	-14
Os01g0273150	2
Os01g0273200	-1
Os01g0273300	2
Os01g0273500	6
Os01g0273800	-2
Os01g0273850	-7
Os01g0273900	1
Os01g0274100	-10
Os01g0274201	-8
Os01g0274300	6
Os01g0274500	-6
Os01g0274601	0
Os01g0274800	-3
Os01g0274901	-1
Os01g0275200	0
Os01g0275300	0
Os01g0275500	12
Os01g0275600	7
Os01g0275700	0
Os01g0275800	-14
Os01g0275900	-24
Os01g0275950	-25
Os01g0276000	0
Os01g0276033	4
Os01g0276066	-3
Os01g0276100	-1
Os01g0276200	-7
Os01g0276300	16
Os01g0276400	3
Os01g0276500	5
Os01g0276600	-2
Os01g0276650	-6
Os01g0276700	6
Os01g0276800	9
Os01g0276900	19
Os01g0277100	-3
Os01g0277500	-3
Os01g0277600	15
Os01g0277700	-1
Os01g0278000	-1
Os01g0278050	-5
Os01g0278100	-5
Os01g0278200	-4
Os01g0278600	7
Os01g0278900	-6
Os01g0278950	-14
Os01g0278975	-1
Os01g0279000	-1
Os01g0279100	0
Os01g0279200	8
Os01g0279300	-4
Os01g0279400	-50
Os01g0279500	3
Os01g0279700	-10
Os01g0279800	3
Os01g0279900	2
Os01g0280000	-4
Os01g0280200	-2
Os01g0280400	7
Os01g0280500	3
Os01g0280600	0
Os01g0281000	6
Os01g0281050	2
Os01g0281100	-2
Os01g0281200	-5
Os01g0281250	0
Os01g0281301	-33
Os01g0281400	5
Os01g0281600	-5
Os01g0282251	5
Os01g0282800	-7
Os01g0282866	-12
Os01g0283000	13
Os01g0283100	1
Os01g0283300	-8
Os01g0283400	7
Os01g0283500	34
Os01g0283600	1
Os01g0283700	5
Os01g0284300	0
Os01g0284500	-52
Os01g0284700	-10
Os01g0284900	6
Os01g0285200	2
Os01g0285300	8
Os01g0286000	13
Os01g0286100	-9
Os01g0286200	3
Os01g0286500	-10
Os01g0286550	1
Os01g0286600	-10
Os01g0286900	-5
Os01g0287400	-1
Os01g0287600	-15
Os01g0287700	9
Os01g0287900	8
Os01g0288200	2
Os01g0288700	3
Os01g0288800	9
Os01g0289100	18
Os01g0289600	-3
Os01g0289732	-9
Os01g0289750	-2
Os01g0289900	-7
Os01g0289950	-1
Os01g0290000	0
Os01g0290100	4
Os01g0290600	-12
Os01g0290650	0
Os01g0290700	-8
Os01g0290800	11
Os01g0290901	0
Os01g0291500	-21
Os01g0291733	-20
Os01g0292200	-14
Os01g0292250	-34
Os01g0292700	-9
Os01g0292900	6
Os01g0293000	8
Os01g0293100	1
Os01g0293200	8
Os01g0293501	3
Os01g0293800	-1
Os01g0293900	-20
Os01g0294500	-4
Os01g0294700	3
Os01g0295600	2
Os01g0295700	0
Os01g0295900	2
Os01g0296000	8
Os01g0296100	9
Os01g0296133	-6
Os01g0296166	-6
Os01g0296200	5
Os01g0296450	-18
Os01g0296700	-35
Os01g0296900	-1
Os01g0297200	1
Os01g0297700	4
Os01g0297950	0
Os01g0298301	7
Os01g0298400	-5
Os01g0298500	8
Os01g0299100	-10
Os01g0299150	-8
Os01g0299200	3
Os01g0299300	-1
Os01g0299400	8
Os01g0299500	1
Os01g0299700	0
Os01g0299801	4
Os01g0300000	-6
Os01g0300200	0
Os01g0300400	-3
Os01g0300600	11
Os01g0300900	-10
Os01g0301000	6
Os01g0301100	1
Os01g0301300	-1
Os01g0301500	1
Os01g0301700	-1
Os01g0301900	-20
Os01g0302000	-9
Os01g0302100	-3
Os01g0302250	-11
Os01g0302500	-3
Os01g0302800	2
Os01g0302900	5
Os01g0303000	-1
Os01g0303100	-8
Os01g0303200	6
Os01g0303300	9
Os01g0303401	5
Os01g0303600	-1
Os01g0303800	-34
Os01g0304000	0
Os01g0304050	-1
Os01g0304100	6
Os01g0304200	-4
Os01g0304300	0
Os01g0304400	-2
Os01g0304500	4
Os01g0305200	-12
Os01g0305300	-5
Os01g0305900	-3
Os01g0306100	-6
Os01g0306200	3
Os01g0306400	31
Os01g0306800	6
Os01g0306900	-5
Os01g0307500	-5
Os01g0307562	7
Os01g0307624	5
Os01g0307686	-11
Os01g0307750	-9
Os01g0308200	-6
Os01g0308300	-3
Os01g0308600	4
Os01g0308700	-5
Os01g0309100	21
Os01g0309451	-7
Os01g0309800	-8
Os01g0309900	1
Os01g0309966	-1
Os01g0310032	-10
Os01g0310100	11
Os01g0310500	-5
Os01g0310550	-6
Os01g0310600	-13
Os01g0310700	-19
Os01g0310800	5
Os01g0311100	-18
Os01g0311300	-17
Os01g0311400	-1
Os01g0311500	9
Os01g0311600	-15
Os01g0311700	2
Os01g0311800	11
Os01g0312500	-37
Os01g0312600	-16
Os01g0312800	5
Os01g0313050	3
Os01g0313300	-19
Os01g0313600	8
Os01g0314000	33
Os01g0314100	15
Os01g0314300	-2
Os01g0314600	1
Os01g0314800	3
Os01g0315600	2
Os01g0315700	-9
Os01g0315800	-6
Os01g0315850	-7
Os01g0316001	0
Os01g0316100	-3
Os01g0316500	5
Os01g0316600	29
Os01g0316800	-1
Os01g0316900	9
Os01g0317125	0
Os01g0317500	-15
Os01g0317800	-25
Os01g0318000	-6
Os01g0318201	3
Os01g0318202	-8
Os01g0318400	-76
Os01g0318600	-1
Os01g0318700	6
Os01g0319000	6
Os01g0319066	-3
Os01g0319200	-1
Os01g0319400	2
Os01g0320400	3
Os01g0320700	-2
Os01g0321300	0
Os01g0321500	4
Os01g0321700	6
Os01g0321800	-4
Os01g0321900	-9
Os01g0322300	0
Os01g0322700	-23
Os01g0322800	2
Os01g0323000	10
Os01g0323100	0
Os01g0323300	8
Os01g0323500	0
Os01g0323600	-15
Os01g0323775	-21
Os01g0323950	10
Os01g0324400	-1
Os01g0326000	-1
Os01g0326100	-13
Os01g0326300	7
Os01g0327000	-2
Os01g0327100	3
Os01g0327250	1
Os01g0327400	1
Os01g0327500	57
Os01g0327600	0
Os01g0327900	2
Os01g0328300	6
Os01g0328400	-2
Os01g0328500	4
Os01g0328600	-1
Os01g0328700	-1
Os01g0328900	-4
Os01g0329000	-57
Os01g0329075	-50
Os01g0329150	-16
Os01g0329300	8
Os01g0329350	4
Os01g0329400	2
Os01g0329800	11
Os01g0329900	-6
Os01g0330001	-30
Os01g0330100	-3
Os01g0330200	-9
Os01g0330650	1
Os01g0331100	24
Os01g0331500	5
Os01g0331900	9
Os01g0332002	7
Os01g0332100	-1
Os01g0332150	5
Os01g0332200	-1
Os01g0332500	-9
Os01g0332700	18
Os01g0332800	-23
Os01g0332900	2
Os01g0333001	1
Os01g0333600	0
Os01g0335600	8
Os01g0335700	2
Os01g0336300	-1
Os01g0337100	-8
Os01g0337160	-7
Os01g0337180	-4
Os01g0337500	6
Os01g0337600	9
Os01g0337700	4
Os01g0337900	7
Os01g0338000	-3
Os01g0338100	11
Os01g0338150	0
Os01g0338200	4
Os01g0338401	0
Os01g0338600	-5
Os01g0339001	-3
Os01g0339400	13
Os01g0339500	10
Os01g0339600	2
Os01g0339851	-5
Os01g0339900	2
Os01g0339950	2
Os01g0340100	0
Os01g0340400	0
Os01g0340600	-8
Os01g0340801	1
Os01g0341000	-3
Os01g0341200	2
Os01g0341300	11
Os01g0341750	0
Os01g0342500	-7
Os01g0342750	-15
Os01g0342800	8
Os01g0342900	-4
Os01g0343001	-1
Os01g0343100	-8
Os01g0343200	-1
Os01g0343300	-4
Os01g0343350	-12
Os01g0343400	-1
Os01g0343500	-12
Os01g0343780	-17
Os01g0344620	2
Os01g0346250	-18
Os01g0346400	4
Os01g0346600	-2
Os01g0346700	-6
Os01g0347000	4
Os01g0347100	11
Os01g0347150	1
Os01g0347200	-17
Os01g0347300	-15
Os01g0347600	-9
Os01g0348000	-9
Os01g0348600	1
Os01g0348700	-1
Os01g0348800	6
Os01g0348900	53
Os01g0349000	-2
Os01g0349400	-2
Os01g0349600	-25
Os01g0349800	1
Os01g0350000	-1
Os01g0350100	-2
Os01g0350300	1
Os01g0350500	0
Os01g0350900	2
Os01g0351100	11
Os01g0351200	7
Os01g0351300	-5
Os01g0351500	0
Os01g0351800	-13
Os01g0352100	-18
Os01g0352200	-5
Os01g0352751	-1
Os01g0353400	6
Os01g0353501	2
Os01g0353600	-1
Os01g0353633	1
Os01g0353900	-12
Os01g0354175	-9
Os01g0354200	-9
Os01g0354450	7
Os01g0354700	-9
Os01g0355100	-2
Os01g0355175	-4
Os01g0355250	2
Os01g0355400	4
Os01g0355500	6
Os01g0355600	5
Os01g0355700	0
Os01g0355800	-15
Os01g0355900	1
Os01g0356400	-4
Os01g0356450	-1
Os01g0356500	4
Os01g0356800	9
Os01g0356900	-5
Os01g0356951	-3
Os01g0357100	-12
Os01g0357150	-20
Os01g0357200	-50
Os01g0357400	-1
Os01g0357500	13
Os01g0357800	5
Os01g0357900	-7
Os01g0358100	-38
Os01g0358300	2
Os01g0358400	-1
Os01g0358551	-3
Os01g0358700	2
Os01g0358800	-4
Os01g0358900	-1
Os01g0359400	7
Os01g0359600	-1
Os01g0359800	1
Os01g0360100	2
Os01g0360150	6
Os01g0360200	-5
Os01g0360333	-8
Os01g0360600	-1
Os01g0361000	5
Os01g0361500	-4
Os01g0361700	-10
Os01g0361800	-4
Os01g0362000	-2
Os01g0362100	6
Os01g0362400	1
Os01g0362533	8
Os01g0362800	-1
Os01g0363000	7
Os01g0363300	4
Os01g0363500	6
Os01g0363600	11
Os01g0363900	13
Os01g0363950	-2
Os01g0364000	-4
Os01g0364100	0
Os01g0364400	-24
Os01g0364412	-5
Os01g0364450	10
Os01g0364800	-17
Os01g0364900	-16
Os01g0365000	-22
Os01g0365300	0
Os01g0366100	0
Os01g0366300	-11
Os01g0366400	0
Os01g0366501	0
Os01g0367100	3
Os01g0367201	7
Os01g0367300	8
Os01g0367400	-3
Os01g0367450	-7
Os01g0367500	0
Os01g0367700	0
Os01g0367900	5
Os01g0368000	-11
Os01g0368500	-4
Os01g0368600	16
Os01g0368700	-6
Os01g0368900	-18
Os01g0369000	9
Os01g0369200	25
Os01g0369300	6
Os01g0369366	1
Os01g0369500	-2
Os01g0369600	0
Os01g0369700	-30
Os01g0369800	-20
Os01g0369900	-3
Os01g0369950	-2
Os01g0370000	-2
Os01g0370200	-7
Os01g0370400	0
Os01g0370600	4
Os01g0370750	0
Os01g0370900	-4
Os01g0371200	41
Os01g0371300	22
Os01g0371400	0
Os01g0371500	2
Os01g0372100	10
Os01g0372350	-2
Os01g0372400	-23
Os01g0372450	-6
Os01g0372500	0
Os01g0372700	11
Os01g0372866	-2
Os01g0373200	12
Os01g0373400	6
Os01g0373500	2
Os01g0373700	-39
Os01g0373800	-17
Os01g0374000	-3
Os01g0374100	6
Os01g0374200	7
Os01g0374501	13
Os01g0374600	6
Os01g0374900	2
Os01g0375000	8
Os01g0375100	8
Os01g0375200	1
Os01g0375500	-14
Os01g0376200	-15
Os01g0376600	-11
Os01g0376700	1
Os01g0377000	-1
Os01g0377250	-21
Os01g0377500	13
Os01g0377700	-1
Os01g0378100	1
Os01g0379101	5
Os01g0379400	-2
Os01g0379800	-1
Os01g0380800	9
Os01g0381325	0
Os01g0382000	-50
Os01g0382200	4
Os01g0382400	-71
Os01g0382450	-25
Os01g0382500	0
Os01g0382700	6
Os01g0382900	9
Os01g0383001	1
Os01g0383100	-10
Os01g0383700	-2
Os01g0383900	2
Os01g0384300	-2
Os01g0384375	0
Os01g0384450	-6
Os01g0384800	-25
Os01g0384901	-1
Os01g0385000	-10
Os01g0385400	2
Os01g0386500	50
Os01g0386600	32
Os01g0386700	-3
Os01g0387133	19
Os01g0387566	10
Os01g0387865	-2
Os01g0388000	3
Os01g0388101	-7
Os01g0388200	12
Os01g0388500	11
Os01g0388700	-5
Os01g0389200	9
Os01g0389700	-34
Os01g0390300	8
Os01g0390400	-4
Os01g0390600	3
Os01g0390900	0
Os01g0391100	18
Os01g0391500	11
Os01g0391600	12
Os01g0391800	0
Os01g0391951	-1
Os01g0392100	-7
Os01g0392600	22
Os01g0392800	0
Os01g0393000	3
Os01g0393100	1
Os01g0393200	1
Os01g0393300	5
Os01g0393400	-9
Os01g0444100	-118
Os01g0495200	3
Os01g0495701	-163
Os01g0495900	-2
Os01g0496900	8
Os01g0497400	5
Os01g0498200	4
Os01g0498300	1
Os01g0498802	36
Os01g0499300	7
Os01g0500100	26
Os01g0500400	-3
Os01g0500500	5
Os01g0500600	1
Os01g0500750	-14
Os01g0500825	6
Os01g0500900	-9
Os01g0501000	-1
Os01g0501700	1
Os01g0501800	-2
Os01g0502300	0
Os01g0502400	-2
Os01g0502700	-36
Os01g0502800	8
Os01g0502900	6
Os01g0503400	-5
Os01g0504100	-8
Os01g0504300	0
Os01g0504500	-7
Os01g0504950	0
Os01g0505400	-4
Os01g0505500	7
Os01g0505600	6
Os01g0505700	2
Os01g0505866	-5
Os01g0506100	8
Os01g0506200	9
Os01g0507000	-37
Os01g0507300	-6
Os01g0507500	2
Os01g0507700	-7
Os01g0507900	0
Os01g0508000	1
Os01g0508050	7
Os01g0508100	18
Os01g0508300	4
Os01g0508500	-38
Os01g0509400	-18
Os01g0509700	-1
Os01g0509750	-3
Os01g0509800	4
Os01g0509900	-6
Os01g0510100	-9
Os01g0510200	2
Os01g0510500	10
Os01g0510600	5
Os01g0510701	6
Os01g0510800	5
Os01g0510901	2
Os01g0511000	8
Os01g0511100	38
Os01g0511200	-4
Os01g0511300	-5
Os01g0511400	0
Os01g0511600	-5
Os01g0511700	7
Os01g0511800	-1
Os01g0512100	8
Os01g0512200	-2
Os01g0512400	26
Os01g0512700	-34
Os01g0512800	1
Os01g0513100	2
Os01g0513200	3
Os01g0513400	4
Os01g0513500	3
Os01g0513700	-1
Os01g0513800	-1
Os01g0513850	2
Os01g0513900	-1
Os01g0513950	11
Os01g0514000	1
Os01g0514300	11
Os01g0514450	9
Os01g0514600	6
Os01g0514700	1
Os01g0514850	4
Os01g0515300	-3
Os01g0516200	-27
Os01g0516600	-4
Os01g0516625	9
Os01g0516700	5
Os01g0516900	2
Os01g0517500	4
Os01g0517800	0
Os01g0517900	8
Os01g0518000	-2
Os01g0518300	-1
Os01g0518400	1
Os01g0518500	4
Os01g0518550	-2
Os01g0518651	1
Os01g0518800	7
Os01g0519050	12
Os01g0519100	4
Os01g0519400	1
Os01g0519700	11
Os01g0520180	-1
Os01g0520340	7
Os01g0520500	-1
Os01g0520600	0
Os01g0520800	4
Os01g0521200	6
Os01g0521250	-7
Os01g0521400	8
Os01g0521500	6
Os01g0521550	4
Os01g0521600	-9
Os01g0522100	-14
Os01g0522400	-14
Os01g0522800	-5
Os01g0522950	-4
Os01g0523000	-6
Os01g0523100	0
Os01g0523250	3
Os01g0523401	-23
Os01g0523600	0
Os01g0523800	2
Os01g0524251	31
Os01g0524400	0
Os01g0524500	-3
Os01g0524700	43
Os01g0525100	3
Os01g0525350	-24
Os01g0525500	5
Os01g0525700	0
Os01g0525701	-48
Os01g0525800	-6
Os01g0526100	0
Os01g0526200	10
Os01g0527400	9
Os01g0527600	13
Os01g0527700	3
Os01g0527801	15
Os01g0527900	10
Os01g0528000	3
Os01g0528300	-12
Os01g0528800	4
Os01g0529800	-24
Os01g0530100	2
Os01g0530300	4
Os01g0530316	-10
Os01g0530341	0
Os01g0530366	1
Os01g0530400	10
Os01g0530450	4
Os01g0530500	1
Os01g0530650	25
Os01g0531000	10
Os01g0531200	10
Os01g0531300	5
Os01g0531400	6
Os01g0531500	6
Os01g0532100	8
Os01g0532200	11
Os01g0532300	-7
Os01g0532600	-5
Os01g0532700	4
Os01g0532750	-1
Os01g0532800	0
Os01g0533000	6
Os01g0533100	-4
Os01g0533400	7
Os01g0533450	2
Os01g0533500	3
Os01g0533800	-1
Os01g0533850	0
Os01g0533900	5
Os01g0534700	2
Os01g0534800	6
Os01g0534900	11
Os01g0535001	-1
Os01g0535100	0
Os01g0535300	0
Os01g0535400	14
Os01g0535650	2
Os01g0535900	-5
Os01g0536000	4
Os01g0536400	18
Os01g0536433	4
Os01g0536466	0
Os01g0536501	0
Os01g0536950	1
Os01g0537250	0
Os01g0538000	7
Os01g0538650	-38
Os01g0539400	-3
Os01g0539900	0
Os01g0540000	5
Os01g0540300	-10
Os01g0540400	1
Os01g0540800	4
Os01g0541000	10
Os01g0541600	13
Os01g0541800	12
Os01g0541900	-1
Os01g0542000	12
Os01g0542100	1
Os01g0542700	17
Os01g0543000	4
Os01g0543100	-10
Os01g0543400	8
Os01g0543600	-8
Os01g0543800	-8
Os01g0544200	-18
Os01g0544325	-3
Os01g0544450	-27
Os01g0544700	9
Os01g0545100	-26
Os01g0545500	-7
Os01g0545550	0
Os01g0545800	0
Os01g0545900	7
Os01g0546000	3
Os01g0546100	-5
Os01g0546250	-2
Os01g0546400	-25
Os01g0546500	13
Os01g0546700	10
Os01g0546800	-6
Os01g0546900	18
Os01g0547000	3
Os01g0547133	9
Os01g0547200	9
Os01g0547500	7
Os01g0547600	-22
Os01g0548000	6
Os01g0548600	14
Os01g0548750	13
Os01g0548900	8
Os01g0549000	-9
Os01g0549100	-4
Os01g0549200	6
Os01g0549250	9
Os01g0549300	5
Os01g0549400	8
Os01g0549500	8
Os01g0549600	1
Os01g0549700	0
Os01g0550000	1
Os01g0550100	2
Os01g0550200	3
Os01g0550250	2
Os01g0550300	0
Os01g0550600	-7
Os01g0550800	-53
Os01g0550850	-41
Os01g0550900	0
Os01g0550950	0
Os01g0551000	-13
Os01g0551100	-14
Os01g0551400	-3
Os01g0551800	-11
Os01g0551900	12
Os01g0552000	10
Os01g0552050	7
Os01g0552300	-9
Os01g0552500	-3
Os01g0552850	9
Os01g0553200	5
Os01g0553400	3
Os01g0553600	1
Os01g0553901	10
Os01g0554150	16
Os01g0554400	7
Os01g0555100	-5
Os01g0555200	-16
Os01g0555300	-2
Os01g0555600	11
Os01g0555800	-1
Os01g0556001	0
Os01g0556201	-3
Os01g0556400	-2
Os01g0556650	-4
Os01g0556700	10
Os01g0556800	3
Os01g0557100	-13
Os01g0557200	-9
Os01g0557400	7
Os01g0557500	-25
Os01g0557550	-2
Os01g0558100	13
Os01g0558200	-1
Os01g0558300	1
Os01g0558500	9
Os01g0558600	-5
Os01g0558700	2
Os01g0558800	8
Os01g0558825	-1
Os01g0558850	8
Os01g0558900	8
Os01g0559000	17
Os01g0559100	-8
Os01g0559150	-4
Os01g0559200	7
Os01g0559300	-6
Os01g0559500	3
Os01g0559525	-12
Os01g0559550	0
Os01g0559600	-25
Os01g0559750	-1
Os01g0559825	-17
Os01g0559900	2
Os01g0560000	-4
Os01g0560200	3
Os01g0561500	-2
Os01g0561600	-6
Os01g0561800	-1
Os01g0561950	0
Os01g0562400	4
Os01g0562525	0
Os01g0562600	1
Os01g0563000	-8
Os01g0563500	0
Os01g0563700	16
Os01g0564300	-25
Os01g0564400	1
Os01g0564532	0
Os01g0564600	0
Os01g0564950	0
Os01g0565600	-2
Os01g0565800	-25
Os01g0565900	21
Os01g0566000	10
Os01g0566100	17
Os01g0566200	9
Os01g0566500	17
Os01g0566701	-5
Os01g0566800	6
Os01g0566900	0
Os01g0567200	9
Os01g0567400	-2
Os01g0567500	14
Os01g0567533	2
Os01g0567600	3
Os01g0568400	0
Os01g0568800	0
Os01g0568950	0
Os01g0569200	-2
Os01g0569450	0
Os01g0569800	-1
Os01g0570500	-2
Os01g0570601	2
Os01g0570700	-13
Os01g0570800	-3
Os01g0571000	12
Os01g0571100	-4
Os01g0571133	-1
Os01g0571166	-6
Os01g0571200	-6
Os01g0571300	28
Os01g0571500	8
Os01g0571700	3
Os01g0571766	-14
Os01g0571800	3
Os01g0572100	14
Os01g0572200	-11
Os01g0572300	-13
Os01g0572700	17
Os01g0572966	0
Os01g0574400	1
Os01g0574451	1
Os01g0574500	-1
Os01g0574550	1
Os01g0574600	-10
Os01g0574800	-9
Os01g0575000	10
Os01g0575200	-13
Os01g0575400	0
Os01g0575500	8
Os01g0575701	0
Os01g0575801	-13
Os01g0575901	0
Os01g0576000	3
Os01g0576050	1
Os01g0576100	2
Os01g0577300	3
Os01g0577450	-2
Os01g0577600	6
Os01g0578000	0
Os01g0578200	14
Os01g0578500	9
Os01g0578700	-3
Os01g0578800	2
Os01g0579000	0
Os01g0579600	-13
Os01g0579800	-9
Os01g0579900	-2
Os01g0580000	-8
Os01g0580100	6
Os01g0580150	-6
Os01g0580200	-6
Os01g0580300	5
Os01g0580400	7
Os01g0580500	-37
Os01g0580800	-7
Os01g0581300	0
Os01g0581400	0
Os01g0581800	-1
Os01g0581900	7
Os01g0582400	9
Os01g0582600	21
Os01g0583100	4
Os01g0583200	7
Os01g0583300	-3
Os01g0583525	-3
Os01g0583600	4
Os01g0583700	-12
Os01g0583900	6
Os01g0584032	9
Os01g0584100	0
Os01g0584200	6
Os01g0584250	4
Os01g0584300	-3
Os01g0584800	4
Os01g0584900	-3
Os01g0585100	98
Os01g0585200	-35
Os01g0585300	3
Os01g0585400	16
Os01g0585600	4
Os01g0585650	5
Os01g0585700	6
Os01g0586000	-12
Os01g0586450	2
Os01g0586600	-6
Os01g0586800	-2
Os01g0586801	1
Os01g0586900	2
Os01g0587000	1
Os01g0587150	-6
Os01g0587300	-5
Os01g0587400	-1
Os01g0587500	11
Os01g0587900	6
Os01g0588000	-8
Os01g0588100	-13
Os01g0588200	6
Os01g0588300	1
Os01g0588400	-3
Os01g0588500	4
Os01g0588550	4
Os01g0588600	3
Os01g0588700	1
Os01g0588800	2
Os01g0588900	-1
Os01g0589000	11
Os01g0589100	4
Os01g0589200	-13
Os01g0589300	2
Os01g0589400	5
Os01g0589500	-2
Os01g0589700	-11
Os01g0589800	-11
Os01g0589900	12
Os01g0590100	-3
Os01g0590200	4
Os01g0590300	29
Os01g0590700	1
Os01g0590800	4
Os01g0590900	1
Os01g0591000	-6
Os01g0591250	3
Os01g0591300	-60
Os01g0591500	-31
Os01g0592500	1
Os01g0592900	8
Os01g0593000	10
Os01g0593100	-3
Os01g0593200	6
Os01g0593500	0
Os01g0593600	1
Os01g0593650	-9
Os01g0593700	1
Os01g0593900	0
Os01g0594300	9
Os01g0594500	5
Os01g0594600	8
Os01g0594650	54
Os01g0594800	33
Os01g0594900	10
Os01g0595001	3
Os01g0595100	4
Os01g0595201	-32
Os01g0595300	8
Os01g0595400	8
Os01g0595600	-29
Os01g0595725	-1
Os01g0595800	4
Os01g0595850	-1
Os01g0595900	5
Os01g0596001	-1
Os01g0596100	3
Os01g0596201	2
Os01g0596300	1
Os01g0596425	-3
Os01g0596500	4
Os01g0596600	3
Os01g0596700	0
Os01g0597400	7
Os01g0597600	7
Os01g0597701	7
Os01g0597800	-1
Os01g0598000	4
Os01g0598200	-3
Os01g0598400	2
Os01g0598600	5
Os01g0598900	-3
Os01g0599550	5
Os01g0599900	7
Os01g0600000	1
Os01g0600200	5
Os01g0600300	2
Os01g0600400	6
Os01g0600500	-13
Os01g0600900	-5
Os01g0601000	-2
Os01g0601200	-20
Os01g0601625	-7
Os01g0601651	4
Os01g0601675	-20
Os01g0601700	10
Os01g0602075	-3
Os01g0602200	-6
Os01g0602400	3
Os01g0602433	-6
Os01g0602466	-4
Os01g0602500	-23
Os01g0602600	-8
Os01g0602800	3
Os01g0603000	4
Os01g0603100	2
Os01g0603200	17
Os01g0603300	-4
Os01g0603500	-28
Os01g0603700	0
Os01g0603800	-2
Os01g0604000	-13
Os01g0604100	-4
Os01g0604150	2
Os01g0604500	-9
Os01g0604550	10
Os01g0604600	-5
Os01g0604700	-1
Os01g0604900	11
Os01g0605000	8
Os01g0605100	-14
Os01g0605300	-2
Os01g0605400	2
Os01g0605500	-4
Os01g0605650	7
Os01g0605700	18
Os01g0606000	25
Os01g0606050	-8
Os01g0606133	4
Os01g0606166	0
Os01g0606200	-44
Os01g0606400	14
Os01g0606900	87
Os01g0607000	-32
Os01g0607100	5
Os01g0607200	2
Os01g0607250	1
Os01g0607300	3
Os01g0607400	6
Os01g0607600	15
Os01g0607800	-1
Os01g0607900	-20
Os01g0608000	-115
Os01g0608101	-171
Os01g0608200	-3
Os01g0608300	-18
Os01g0608400	-14
Os01g0608900	3
Os01g0609000	2
Os01g0609200	-4
Os01g0609300	-1
Os01g0609501	2
Os01g0609700	19
Os01g0609900	0
Os01g0610050	-4
Os01g0610100	4
Os01g0610300	13
Os01g0610400	-2
Os01g0610500	0
Os01g0610600	4
Os01g0610700	-1
Os01g0610800	-11
Os01g0611000	3
Os01g0611050	22
Os01g0611100	30
Os01g0611300	-1
Os01g0611900	1
Os01g0611950	5
Os01g0612000	5
Os01g0612200	-2
Os01g0612350	0
Os01g0612425	0
Os01g0612500	7
Os01g0612600	-8
Os01g0612700	19
Os01g0612750	7
Os01g0612800	1
Os01g0612900	-4
Os01g0613100	-15
Os01g0613300	-3
Os01g0613400	7
Os01g0613500	-75
Os01g0613800	-3
Os01g0613900	6
Os01g0614300	-9
Os01g0614400	15
Os01g0614500	1
Os01g0614700	-4
Os01g0614750	-5
Os01g0614900	6
Os01g0615000	6
Os01g0615050	2
Os01g0615100	20
Os01g0615200	0
Os01g0615250	-2
Os01g0615300	-11
Os01g0615400	-8
Os01g0615500	-28
Os01g0615850	0
Os01g0616100	7
Os01g0616300	-1
Os01g0616333	3
Os01g0616366	-4
Os01g0616400	4
Os01g0616500	2
Os01g0616600	15
Os01g0616800	6
Os01g0616900	6
Os01g0617200	5
Os01g0617500	1
Os01g0617600	6
Os01g0617650	-1
Os01g0617700	10
Os01g0617800	3
Os01g0617900	-7
Os01g0617950	-3
Os01g0618000	6
Os01g0618100	6
Os01g0618200	3
Os01g0618300	1
Os01g0618400	-11
Os01g0618450	-22
Os01g0618500	4
Os01g0618601	2
Os01g0618700	-14
Os01g0618800	0
Os01g0618900	-8
Os01g0619000	5
Os01g0619100	-22
Os01g0619800	7
Os01g0619900	-10
Os01g0620100	9
Os01g0620301	-21
Os01g0620400	-4
Os01g0620800	11
