GeneName,up5,dn5,unchange5,all,HN5
Slfnl1,6,6,230,242,0
1700008P02Rik,0,0,242,242,0
Usp13,5,5,232,242,0
Gmeb1,3,3,236,242,0
Pla2g4f,3,3,236,242,0
Zscan4-ps3,2,2,238,242,0
Cby2,0,0,242,242,0
Slco4a1,10,10,222,242,0
Usp18,10,10,222,242,0
Plxna1,5,5,232,242,0
Gnb2,2,2,238,242,0
Golt1b,4,4,234,242,0
Cbx4,5,5,232,242,0
Slc9b2,2,2,238,242,0
Gng11,12,12,218,242,0
Cbx1,2,2,238,242,0
Gng5,4,4,234,242,0
Slc9a3r1,3,3,236,242,0
Cbs,8,8,226,242,0
Gnrhr,3,3,236,242,0
Plxna4,5,5,232,242,0
Golga4,4,4,234,242,0
Golph3,5,5,232,242,0
Cadm2,4,4,234,242,0
Slc26a7,6,6,230,242,0
Vcpkmt,4,4,234,242,0
Htr2b,8,8,226,242,0
Bri3,5,5,232,242,0
Vmn1r176,0,0,242,242,0
4930404H24Rik,19,19,204,242,0
Papola,5,5,232,242,0
Sik1,5,5,232,242,0
Hspbp1,5,5,232,242,0
Bpnt1,6,6,230,242,0
Pramel21,1,1,240,242,0
Bpifb9a,0,0,242,242,0
Htr1a,0,0,242,242,0
Pramel22,0,0,242,242,0
Bpifb4,3,3,236,242,0
Hsf3,1,1,240,242,0
Pan3,3,3,236,242,0
Htr5a,0,0,242,242,0
Pramel25,0,0,242,242,0
Bpifb1,2,2,238,242,0
Hyal1,4,4,234,242,0
Hyal3,4,4,234,242,0
Bpifa3,1,1,240,242,0
Pramel27,0,0,242,242,0
Hyou1,4,4,234,242,0
Zfp92,4,4,234,242,0
Pafah1b1,4,4,234,242,0
Sipa1l1,2,2,238,242,0
Vmn1r172,0,0,242,242,0
Ibsp,7,7,228,242,0
Hrh1,6,6,230,242,0
Hoxd11,7,7,228,242,0
Vmn1r15,10,10,222,242,0
Vmn1r151,0,0,242,242,0
Ppp6r1,3,3,236,242,0
Vmn1r152,0,0,242,242,0
Skint2,4,4,234,242,0
Pate11,2,2,238,242,0
Vmn1r159,0,0,242,242,0
Parvb,6,6,230,242,0
Ppt1,4,4,234,242,0
Zfp955b,5,5,232,242,0
Praf2,4,4,234,242,0
Vmn1r170,0,0,242,242,0
Vmn1r167,0,0,242,242,0
Olfr689,0,0,242,242,0
Brs3,0,0,242,242,0
Pramel1,0,0,242,242,0
Sis,0,0,242,242,0
Hs3st6,3,3,236,242,0
Brox,5,5,232,242,0
4921536K21Rik,0,0,242,242,0
Hsd17b12,5,5,232,242,0
Hsd17b13,4,4,234,242,0
Pramel14,2,2,238,242,0
Pramel35,0,0,242,242,0
Vmn1r188,0,0,242,242,0
Btbd19,4,4,234,242,0
Ighd3-1,0,0,242,242,0
Otof,0,0,242,242,0
Prdx1,8,8,226,242,0
Vmn1r205,0,0,242,242,0
Igf2bp2,5,5,232,242,0
Osmr,5,5,232,242,0
Ighd1-1,0,0,242,242,0
Ighd2-3,0,0,242,242,0
Ighd2-4,0,0,242,242,0
Ighd2-6,0,0,242,242,0
Ighd2-7,0,0,242,242,0
Ighd2-8,0,0,242,242,0
Ighd3-2,0,0,242,242,0
Otol1,0,0,242,242,0
Ighd4-1,0,0,242,242,0
Ighd5-5,0,0,242,242,0
Ighd5-6,0,0,242,242,0
Ighd5-7,0,0,242,242,0
Ighd5-8,0,0,242,242,0
Zfp729a,4,4,234,242,0
Ighj2,2,2,238,242,0
Ighj4,1,1,240,242,0
Vmn1r212,0,0,242,242,0
Osbpl6,2,2,238,242,0
Ighv1-24,0,0,242,242,0
Birc7,0,0,242,242,0
Vmn1r201,3,3,236,242,0
Vmn1r189,0,0,242,242,0
Shisa2,1,1,240,242,0
Id4,4,4,234,242,0
P4hb,4,4,234,242,0
P4ha3,7,7,228,242,0
4930544G11Rik,7,7,228,242,0
Pramel44,3,3,236,242,0
Zfp804a,0,0,242,242,0
Ifi213,5,5,232,242,0
Pramel48,0,0,242,242,0
Pramex1,0,0,242,242,0
Prap1,16,16,210,242,0
Prb1,0,0,242,242,0
Ifih1,5,5,232,242,0
Vmn1r200,0,0,242,242,0
Bmp6,4,4,234,242,0
Vmn1r196,0,0,242,242,0
Prcc,3,3,236,242,0
Ifna12,1,1,240,242,0
Ifna13,2,2,238,242,0
Zfp777,5,5,232,242,0
Ifna16,3,3,236,242,0
Otp,1,1,240,242,0
Otor,5,5,232,242,0
Ifnk,7,7,228,242,0
Ifnlr1,2,2,238,242,0
Vmn1r149,0,0,242,242,0
Vmn1r143,0,0,242,242,0
H2al1j,1,1,240,242,0
Ppp1r1a,5,5,232,242,0
C1ra,5,5,232,242,0
Hcn2,3,3,236,242,0
Vmn1r10,0,0,242,242,0
Hcrtr2,3,3,236,242,0
Slc22a7,4,4,234,242,0
Pcna,4,4,234,242,0
2310034C09Rik,2,2,238,242,0
Vmn1r101,0,0,242,242,0
Hdac9,2,2,238,242,0
Ppp1r16a,2,2,238,242,0
Hdc,5,5,232,242,0
2310050C09Rik,0,0,242,242,0
Pcyt2,6,6,230,242,0
C1ql1,5,5,232,242,0
Hdx,2,2,238,242,0
Vmn1r103,0,0,242,242,0
Vmn1r104,0,0,242,242,0
Hectd2,3,3,236,242,0
Hectd3,2,2,238,242,0
Helb,3,3,236,242,0
Vmn1r111,0,0,242,242,0
2310061N02Rik,0,0,242,242,0
Bves,0,0,242,242,0
Zfr,3,3,236,242,0
Pcx,4,4,234,242,0
Ppp1cb,5,5,232,242,0
Vmn1r113,0,0,242,242,0
Pdgfrb,5,5,232,242,0
Cacng3,0,0,242,242,0
Cacng2,0,0,242,242,0
2010315B03Rik,6,6,230,242,0
H2bc22,26,26,190,242,0
Pdk1,7,7,228,242,0
Ppil2,3,3,236,242,0
H2bc6,7,7,228,242,0
Cacna2d3,5,5,232,242,0
H2bc8,21,21,200,242,0
Cacna2d2,2,2,238,242,0
H3c4,14,14,214,242,0
Pdgfd,3,3,236,242,0
Slc24a4,0,0,242,242,0
Cabp4,6,6,230,242,0
H4c9,9,9,224,242,0
Cables1,6,6,230,242,0
Pdgfa,4,4,234,242,0
Vgll4,2,2,238,242,0
Hadh,8,8,226,242,0
Hars,4,4,234,242,0
Zfyve28,3,3,236,242,0
2300003K06Rik,0,0,242,242,0
2310003L06Rik,3,3,236,242,0
Hbegf,8,8,226,242,0
Herpud2,3,3,236,242,0
Slc19a2,4,4,234,242,0
Vmn1r142,0,0,242,242,0
Hnrnpul1,3,3,236,242,0
Vmn1r125,0,0,242,242,0
Btbd35f4,0,0,242,242,0
Vmn1r126,0,0,242,242,0
3110040M04Rik,7,7,228,242,0
Btbd35f26,0,0,242,242,0
Vmn1r128,0,0,242,242,0
Vmn1r129,0,0,242,242,0
Hnrnpa0,3,3,236,242,0
Zfp967,10,10,222,242,0
Skp1,5,5,232,242,0
Ppp3ca,2,2,238,242,0
Ppp3r1,4,4,234,242,0
Ppp2r2a,4,4,234,242,0
Ppp4r2,3,3,236,242,0
Homer3,5,5,232,242,0
Skiv2l,5,5,232,242,0
Ppp4r4,6,6,230,242,0
Pate5,0,0,242,242,0
Hormad1,3,3,236,242,0
Vmn1r130,1,1,240,242,0
Btbd35f19,0,0,242,242,0
Skint6,0,0,242,242,0
Hoxb1,0,0,242,242,0
Pate3,1,1,240,242,0
Slc12a2,4,4,234,242,0
Slc12a9,7,7,228,242,0
Ppp1r35,9,9,224,242,0
Slc16a14,5,5,232,242,0
Vmn1r114,0,0,242,242,0
Pcdhga11,3,3,236,242,0
Vmn1r116,0,0,242,242,0
Ppp1r37,3,3,236,242,0
Vmn1r117,0,0,242,242,0
Vmn1r118,0,0,242,242,0
Hif1a,5,5,232,242,0
Slc16a4,7,7,228,242,0
Vmn1r119,0,0,242,242,0
Higd1c,6,6,230,242,0
Zfp976,10,10,222,242,0
Pcdhac2,3,3,236,242,0
Hmcn1,1,1,240,242,0
Hipk3,3,3,236,242,0
Slc16a1,4,4,234,242,0
2810006K23Rik,5,5,232,242,0
Vmn1r120,0,0,242,242,0
Btbd7,2,2,238,242,0
Zfp972,9,9,224,242,0
Pcdh20,1,1,240,242,0
Ppp1r7,4,4,234,242,0
Vmn1r122,0,0,242,242,0
Vmn1r123,0,0,242,242,0
Slc13a1,3,3,236,242,0
Kcnb1,0,0,242,242,0
Olfr582,0,0,242,242,0
Olfr688,1,1,240,242,0
Olfr1261,1,1,240,242,0
Olfr1258,1,1,240,242,0
Psd3,4,4,234,242,0
Akr1b3,6,6,230,242,0
Olfr1256,2,2,238,242,0
Rfxap,2,2,238,242,0
Rfpl4,7,7,228,242,0
Olfr1255,0,0,242,242,0
Rfesd,4,4,234,242,0
Mrto4,4,4,234,242,0
Ms4a13,0,0,242,242,0
Ms4a14,1,1,240,242,0
Olfr1253,1,1,240,242,0
Olfr1252,0,0,242,242,0
Ms4a4d,3,3,236,242,0
Olfr125,0,0,242,242,0
Rev1,4,4,234,242,0
Retsat,6,6,230,242,0
Msantd4,5,5,232,242,0
Olfr1242,0,0,242,242,0
Olfr1241,0,0,242,242,0
Msi2,6,6,230,242,0
Msl2,3,3,236,242,0
Msln,8,8,226,242,0
Olfr1240,0,0,242,242,0
Reps1,5,5,232,242,0
Xpa,4,4,234,242,0
Olfr1234,0,0,242,242,0
Akr1c6,1,1,240,242,0
Olfr1262,1,1,240,242,0
Olfr1163,0,0,242,242,0
Rgs14,5,5,232,242,0
Mrgprb5,1,1,240,242,0
Mrgprg,3,3,236,242,0
Mrgprx1,0,0,242,242,0
Mrgprx2,0,0,242,242,0
Aldh2,6,6,230,242,0
Aldh1l2,6,6,230,242,0
Olfr1298,0,0,242,242,0
Rhob,6,6,230,242,0
Rhoa,3,3,236,242,0
Olfr1294,0,0,242,242,0
Mro,6,6,230,242,0
Olfr1291-ps1,1,1,240,242,0
Mroh7,4,4,234,242,0
Gm5938,0,0,242,242,0
Olfr1290,3,3,236,242,0
Rhbdd1,4,4,234,242,0
Olfr1282,0,0,242,242,0
Abhd17c,5,5,232,242,0
Olfr1272,0,0,242,242,0
Akt3,4,4,234,242,0
Olfr1271,5,5,232,242,0
Rgs3,4,4,234,242,0
Mrpl38,3,3,236,242,0
Olfr1270,0,0,242,242,0
Mrpl43,2,2,238,242,0
Xirp2,2,2,238,242,0
Psapl1,3,3,236,242,0
Olfr1232,0,0,242,242,0
Olfr1231,0,0,242,242,0
Olfr123,0,0,242,242,0
Aifm1,5,5,232,242,0
Mtx2,3,3,236,242,0
Olfr1196,3,3,236,242,0
Olfr1193,0,0,242,242,0
Olfr119,0,0,242,242,0
Muc21,1,1,240,242,0
Rcan1,9,9,224,242,0
Olfr1189,2,2,238,242,0
Mucl3,9,9,224,242,0
Mug2,0,0,242,242,0
Olfr1185-ps1,0,0,242,242,0
Mup12,0,0,242,242,0
Mup13,1,1,240,242,0
Mup2,3,3,236,242,0
Olfr1182,0,0,242,242,0
Olfr1180,0,0,242,242,0
Rbp3,0,0,242,242,0
Olfr1177-ps,0,0,242,242,0
Mxra7,3,3,236,242,0
Rbms2,5,5,232,242,0
Olfr1176,0,0,242,242,0
Olfr1174,0,0,242,242,0
Olfr1170,1,1,240,242,0
Yaf2,2,2,238,242,0
Olfr117,3,3,236,242,0
Olfr1168,0,0,242,242,0
Olfr1164,0,0,242,242,0
Mycbp2,2,2,238,242,0
Olfr1197,0,0,242,242,0
Mtss1,3,3,236,242,0
Rcc1l,3,3,236,242,0
Olfr1212,0,0,242,242,0
Xpo1,4,4,234,242,0
Olfr1229,0,0,242,242,0
Olfr1228,0,0,242,242,0
Mtcl1,3,3,236,242,0
Xpo7,4,4,234,242,0
Olfr1223,0,0,242,242,0
Olfr1222,0,0,242,242,0
Psg20,0,0,242,242,0
Olfr1218,0,0,242,242,0
Olfr1216,0,0,242,242,0
Olfr1215,2,2,238,242,0
Olfr1214,0,0,242,242,0
Olfr121,0,0,242,242,0
Olfr1199,4,4,234,242,0
Rdh7,1,1,240,242,0
Mthfr,4,4,234,242,0
Olfr1208,0,0,242,242,0
Rdh16f2,2,2,238,242,0
Rdh16,6,6,230,242,0
Olfr1204,5,5,232,242,0
Rdh10,5,5,232,242,0
AI413582,6,6,230,242,0
Olfr1200,0,0,242,242,0
AI182371,7,7,228,242,0
Mtnr1b,0,0,242,242,0
Ahsg,12,12,218,242,0
Mrgpra6,0,0,242,242,0
Olfr1299,0,0,242,242,0
Mrgpra2a,3,3,236,242,0
Wipf2,3,3,236,242,0
Olfr1412,0,0,242,242,0
Ang6,6,6,230,242,0
Olfr1411,0,0,242,242,0
Whamm,3,3,236,242,0
Mief1,3,3,236,242,0
Olfr1410,0,0,242,242,0
Anapc7,3,3,236,242,0
Ripply2,11,11,220,242,0
Olfr141,0,0,242,242,0
Ripor2,2,2,238,242,0
Ripor1,4,4,234,242,0
Olfr1408,0,0,242,242,0
Mill1,2,2,238,242,0
Olfr1404,0,0,242,242,0
Whrn,9,9,224,242,0
Olfr140,0,0,242,242,0
Minar1,0,0,242,242,0
Olfr1395,0,0,242,242,0
Olfr1394,0,0,242,242,0
Ripk4,2,2,238,242,0
Mindy2,3,3,236,242,0
Olfr1392,12,12,218,242,0
Anapc16,4,4,234,242,0
Anapc13,6,6,230,242,0
Olfr1390,0,0,242,242,0
Mis12,5,5,232,242,0
Mitd1,5,5,232,242,0
Angptl2,5,5,232,242,0
Mgll,5,5,232,242,0
Rmi1,2,2,238,242,0
Abcb5,1,1,240,242,0
Olfr1447,0,0,242,242,0
Ankrd31,1,1,240,242,0
Wdr83os,2,2,238,242,0
Prss34,2,2,238,242,0
Rnf122,8,8,226,242,0
Rnf113a2,4,4,234,242,0
Mettl5,5,5,232,242,0
Olfr1443,0,0,242,242,0
Abcb1b,7,7,228,242,0
Mettl7b,7,7,228,242,0
Rnf10,2,2,238,242,0
Wdtc1,2,2,238,242,0
Ankrd11,2,2,238,242,0
Olfr1415,1,1,240,242,0
Mfng,3,3,236,242,0
Ankmy2,6,6,230,242,0
Ankfy1,2,2,238,242,0
Rnase9,1,1,240,242,0
Olfr1431,0,0,242,242,0
Olfr1428,0,0,242,242,0
Abcb7,4,4,234,242,0
Olfr1420,4,4,234,242,0
Rmnd5a,3,3,236,242,0
Olfr142,1,1,240,242,0
Rmi2,8,8,226,242,0
Mgam2-ps,0,0,242,242,0
Olfr1387,0,0,242,242,0
Mkx,8,8,226,242,0
Olfr13,0,0,242,242,0
Mlec,3,3,236,242,0
Olfr1341,1,1,240,242,0
Mogat1,7,7,228,242,0
Olfr1335,0,0,242,242,0
Alox12b,2,2,238,242,0
Morc1,0,0,242,242,0
Olfr1333,0,0,242,242,0
Olfr1331,0,0,242,242,0
Rhox3f,0,0,242,242,0
Olfr1330,0,0,242,242,0
Rhox3c,1,1,240,242,0
Olfr1326-ps1,0,0,242,242,0
Olfr1324,0,0,242,242,0
Mov10,6,6,230,242,0
Mov10l1,0,0,242,242,0
Moxd1,2,2,238,242,0
Alkal1,4,4,234,242,0
Olfr1320,0,0,242,242,0
Olfr132,0,0,242,242,0
Wnt9b,1,1,240,242,0
Olfr1311,0,0,242,242,0
Olfr1308,0,0,242,242,0
Olfr1306,0,0,242,242,0
Wwc1,2,2,238,242,0
Olfr1305,0,0,242,242,0
Mpv17l2,7,7,228,242,0
Mpz,6,6,230,242,0
Mr1,6,6,230,242,0
Rhox4f,1,1,240,242,0
Alpk1,5,5,232,242,0
Alpk3,2,2,238,242,0
Amfr,4,4,234,242,0
Olfr1377,0,0,242,242,0
Rimbp2,3,3,236,242,0
Olfr1375,1,1,240,242,0
Olfr137,5,5,232,242,0
Olfr1367,0,0,242,242,0
Mlx,4,4,234,242,0
Amot,4,4,234,242,0
Mmd,7,7,228,242,0
Olfr1364,0,0,242,242,0
Mmgt1,7,7,228,242,0
Ric3,1,1,240,242,0
Olfr1362,0,0,242,242,0
Mmp15,2,2,238,242,0
Abcg2,10,10,222,242,0
Olfr1360,0,0,242,242,0
Mmp20,0,0,242,242,0
Amelx,1,1,240,242,0
Zfp335,2,2,238,242,0
Olfr1359,0,0,242,242,0
Olfr1355,0,0,242,242,0
Ambn,0,0,242,242,0
Olfr1354,0,0,242,242,0
Olfr1353,0,0,242,242,0
Alx4,0,0,242,242,0
Olfr1350,1,1,240,242,0
Olfr135,0,0,242,242,0
Rbm8a,6,6,230,242,0
Olfr1162,0,0,242,242,0
Olfr1450,1,1,240,242,0
Rab33b,4,4,234,242,0
Zfp160,8,8,226,242,0
Nkd1,3,3,236,242,0
Rab2a,4,4,234,242,0
Nkpd1,5,5,232,242,0
Zbtb6,3,3,236,242,0
Oas2,8,8,226,242,0
Oas1h,1,1,240,242,0
Zc2hc1a,5,5,232,242,0
Zfp148,3,3,236,242,0
Nlrc5,6,6,230,242,0
Oas1a,8,8,226,242,0
Rab17,5,5,232,242,0
Oacyl,5,5,232,242,0
Nlrp4b,0,0,242,242,0
Nyap2,0,0,242,242,0
Rab12,7,7,228,242,0
Zc3h12d,3,3,236,242,0
Nlrp9a,0,0,242,242,0
Ptafr,7,7,228,242,0
Rab11fip3,4,4,234,242,0
Nme2,5,5,232,242,0
Adam23,4,4,234,242,0
R3hdml,2,2,238,242,0
Nxph1,0,0,242,242,0
Nms,3,3,236,242,0
Adam1b,9,9,224,242,0
Nmur2,0,0,242,242,0
Nkain2,5,5,232,242,0
Obox7,1,1,240,242,0
Agpat1,7,7,228,242,0
Rab39b,3,3,236,242,0
Nexmif,1,1,240,242,0
Nexn,10,10,222,242,0
Nfasc,1,1,240,242,0
Nfatc1,2,2,238,242,0
Nfatc2,3,3,236,242,0
Olfml3,6,6,230,242,0
Olfml2b,6,6,230,242,0
Rab9,4,4,234,242,0
Olfm5,0,0,242,242,0
Rab8a,3,3,236,242,0
Oit3,2,2,238,242,0
Nfe2l1,3,3,236,242,0
Rab7b,8,8,226,242,0
Adamtsl1,2,2,238,242,0
Oga,3,3,236,242,0
Nfkbid,7,7,228,242,0
Nfkbil1,3,3,236,242,0
Acadvl,3,3,236,242,0
Odc1,2,2,238,242,0
Ngrn,4,4,234,242,0
Acap1,4,4,234,242,0
Ocrl,7,7,228,242,0
Nhlrc1,2,2,238,242,0
Obp1a,0,0,242,242,0
Ninj1,8,8,226,242,0
Rab3b,9,9,224,242,0
Zfp185,4,4,234,242,0
Acer2,2,2,238,242,0
Noc4l,3,3,236,242,0
Nxf2,2,2,238,242,0
Zcchc12,1,1,240,242,0
Nr1d1,6,6,230,242,0
Actl7a,3,3,236,242,0
Actl6a,4,4,234,242,0
Ptgfrn,3,3,236,242,0
Actl11,0,0,242,242,0
Nr2f2,5,5,232,242,0
Ptgir,4,4,234,242,0
Nr3c1,4,4,234,242,0
Nudt9,3,3,236,242,0
Acte1,1,1,240,242,0
Actbl2,0,0,242,242,0
Pus1,4,4,234,242,0
Ptrh1,3,3,236,242,0
Pthlh,7,7,228,242,0
Zdhhc8,3,3,236,242,0
Ptprr,3,3,236,242,0
Nrsn2,1,1,240,242,0
Acsl3,5,5,232,242,0
Ptpro,4,4,234,242,0
Ptn,4,4,234,242,0
Ntsr1,0,0,242,242,0
Acot8,5,5,232,242,0
Ptpn3,10,10,222,242,0
Zfc3h1,2,2,238,242,0
Nt5e,11,11,220,242,0
Nt5el,0,0,242,242,0
Acox1,3,3,236,242,0
Actn1,3,3,236,242,0
Nqo1,9,9,224,242,0
Npy6r,1,1,240,242,0
Npc2,4,4,234,242,0
Qprt,6,6,230,242,0
Nwd2,0,0,242,242,0
Qpctl,4,4,234,242,0
Adam11,1,1,240,242,0
Acer3,5,5,232,242,0
Nos1ap,4,4,234,242,0
Nos3,1,1,240,242,0
Nosip,6,6,230,242,0
Zcchc17,2,2,238,242,0
Ptdss2,6,6,230,242,0
Pygo2,3,3,236,242,0
Npbwr1,0,0,242,242,0
Zdbf2,2,2,238,242,0
Acod1,4,4,234,242,0
Ptger3,4,4,234,242,0
Actrt1,0,0,242,242,0
Zdhhc14,3,3,236,242,0
Pycr2,3,3,236,242,0
Zdhhc19,4,4,234,242,0
Pxmp4,3,3,236,242,0
Zdhhc23,3,3,236,242,0
Pxk,2,2,238,242,0
Zdhhc24,6,6,230,242,0
Aco2,4,4,234,242,0
Npy1r,4,4,234,242,0
Ptges3,4,4,234,242,0
Olfr1002,0,0,242,242,0
Olfr1006,0,0,242,242,0
Nes,8,8,226,242,0
Rasgrf2,0,0,242,242,0
Olfr1121,0,0,242,242,0
Myt1l,2,2,238,242,0
Psma7,5,5,232,242,0
Naa11,0,0,242,242,0
Zfp267,5,5,232,242,0
Olfr1113,0,0,242,242,0
Naa35,6,6,230,242,0
Olfr1112,1,1,240,242,0
Olfr1111,0,0,242,242,0
Adsl,6,6,230,242,0
Olfr1110,0,0,242,242,0
Rbfa,6,6,230,242,0
Nacad,11,11,220,242,0
Olfr1102,0,0,242,242,0
Olfr1101,0,0,242,242,0
Nanos2,2,2,238,242,0
Rax,4,4,234,242,0
Raver2,3,3,236,242,0
Olfr1100,0,0,242,242,0
Olfr110,1,1,240,242,0
Olfr1097,0,0,242,242,0
Natd1,4,4,234,242,0
Rasgrp3,8,8,226,242,0
Olfr1096,0,0,242,242,0
Nbea,2,2,238,242,0
Olfr1095,0,0,242,242,0
Olfr1093,0,0,242,242,0
Olfr1123,0,0,242,242,0
Olfr1126,0,0,242,242,0
Myot,1,1,240,242,0
Olfr1136,0,0,242,242,0
Rbm4b,5,5,232,242,0
Olfr1158,0,0,242,242,0
Olfr1155,0,0,242,242,0
Olfr1153,0,0,242,242,0
Olfr1151,1,1,240,242,0
Abi3bp,6,6,230,242,0
Myh2,1,1,240,242,0
Olfr1145,0,0,242,242,0
Olfr1143,0,0,242,242,0
Olfr1141,0,0,242,242,0
Myl12b,7,7,228,242,0
Olfr1140,0,0,242,242,0
Myl3,10,10,222,242,0
Olfr1128,0,0,242,242,0
Olfr1134,0,0,242,242,0
Olfr1133,0,0,242,242,0
Mymk,3,3,236,242,0
Rbm38,8,8,226,242,0
Agap3,4,4,234,242,0
Agap1,3,3,236,242,0
Aftph,3,3,236,242,0
Myo5c,5,5,232,242,0
Ypel1,8,8,226,242,0
Aff4,4,4,234,242,0
Zfp268,5,5,232,242,0
Myom1,6,6,230,242,0
Psmb10,5,5,232,242,0
Olfr1089,0,0,242,242,0
Olfr1008,0,0,242,242,0
Adh4,7,7,228,242,0
Olfr1038-ps,0,0,242,242,0
Ralb,6,6,230,242,0
Rai2,1,1,240,242,0
Rai1,4,4,234,242,0
Olfr1036,0,0,242,242,0
Ndufv1,3,3,236,242,0
Olfr1032,0,0,242,242,0
Olfr1030,0,0,242,242,0
Nebl,3,3,236,242,0
Radx,1,1,240,242,0
Zfp236,3,3,236,242,0
Nedd4l,5,5,232,242,0
Nefl,0,0,242,242,0
Olfr1025-ps1,0,0,242,242,0
Olfr1024,0,0,242,242,0
Nek1,2,2,238,242,0
Rad51ap2,3,3,236,242,0
Rad51,3,3,236,242,0
Olfr1022,0,0,242,242,0
Rad21l,0,0,242,242,0
Olfr1020,1,1,240,242,0
Nell2,2,2,238,242,0
Olfr1018,0,0,242,242,0
Adck2,4,4,234,242,0
Neo1,4,4,234,242,0
Olfr1015,0,0,242,242,0
Nepn,6,6,230,242,0
Ralgapa1,2,2,238,242,0
Olfr1040,0,0,242,242,0
Olfr1044,3,3,236,242,0
Zbed5,6,6,230,242,0
Adgrv1,3,3,236,242,0
Adgrl1,5,5,232,242,0
Nckap1,6,6,230,242,0
Rasa1,5,5,232,242,0
Olfr1086,0,0,242,242,0
Ncoa1,4,4,234,242,0
Olfr1084,0,0,242,242,0
Olfr1082,0,0,242,242,0
Ncor1,6,6,230,242,0
Ncor2,2,2,238,242,0
Olfr1080,0,0,242,242,0
Rapgef4,1,1,240,242,0
Ndor1,4,4,234,242,0
Olfr1045,0,0,242,242,0
Olfr108,0,0,242,242,0
Olfr1076,0,0,242,242,0
Olfr1066,0,0,242,242,0
Olfr106-ps,0,0,242,242,0
Olfr1058,0,0,242,242,0
Ndufa1,10,10,222,242,0
Olfr1057,0,0,242,242,0
Olfr1056,0,0,242,242,0
Olfr1054,0,0,242,242,0
Olfr1053,0,0,242,242,0
Olfr1049,0,0,242,242,0
Zbtb11,2,2,238,242,0
Olfr145,0,0,242,242,0
Olfr1453,0,0,242,242,0
Olfr685,0,0,242,242,0
Arsk,5,5,232,242,0
Vmn2r80,0,0,242,242,0
Olfr551,0,0,242,242,0
Vmn2r81,0,0,242,242,0
Krt9,0,0,242,242,0
A1cf,4,4,234,242,0
Olfr547,1,1,240,242,0
Olfr545,6,6,230,242,0
Krtap11-1,0,0,242,242,0
Krtap13-1,1,1,240,242,0
Scd2,6,6,230,242,0
A230072I06Rik,0,0,242,242,0
Krtap19-1,0,0,242,242,0
Olfr54,0,0,242,242,0
Krtap19-2,0,0,242,242,0
Olfr535,0,0,242,242,0
Krtap19-4,0,0,242,242,0
Krtap19-5,0,0,242,242,0
Krtap19-9b,0,0,242,242,0
Olfr533,3,3,236,242,0
Scart2,0,0,242,242,0
Krtap26-1,0,0,242,242,0
Vmn2r85,1,1,240,242,0
Olfr53,2,2,238,242,0
Olfr527,0,0,242,242,0
Olfr524,0,0,242,242,0
Olfr522,0,0,242,242,0
Krtap31-2,0,0,242,242,0
Krt82,0,0,242,242,0
Olfr553,0,0,242,242,0
Olfr455,2,2,238,242,0
Krt79,3,3,236,242,0
Olfr574,0,0,242,242,0
Scgb1b12,0,0,242,242,0
Scgb1b11,0,0,242,242,0
Olfr573-ps1,0,0,242,242,0
Krt12,1,1,240,242,0
Olfr572,0,0,242,242,0
Vmn2r69,2,2,238,242,0
Asb12,2,2,238,242,0
Krt2,0,0,242,242,0
Scgb1b10,0,0,242,242,0
Olfr569,0,0,242,242,0
Olfr561,0,0,242,242,0
Asap3,2,2,238,242,0
Krt27,0,0,242,242,0
Krt28,4,4,234,242,0
Krt32,0,0,242,242,0
Krt33b,2,2,238,242,0
A030005K14Rik,0,0,242,242,0
Krt35,0,0,242,242,0
Krt39,0,0,242,242,0
Olfr557,0,0,242,242,0
Vmn2r71,0,0,242,242,0
Krt72,0,0,242,242,0
Vmn2r74,0,0,242,242,0
Olfr556,2,2,238,242,0
Krt75,1,1,240,242,0
Krt78,6,6,230,242,0
Krtap4-7,0,0,242,242,0
Olfr521,0,0,242,242,0
Olfr520,0,0,242,242,0
Olfr516,0,0,242,242,0
Arl6ip4,5,5,232,242,0
Larp4b,3,3,236,242,0
Olfr480,0,0,242,242,0
Arl4c,4,4,234,242,0
Sbf2,7,7,228,242,0
A4gnt,2,2,238,242,0
Olfr476,0,0,242,242,0
Olfr473,0,0,242,242,0
Arl14epl,5,5,232,242,0
Lbx1,0,0,242,242,0
Sav1,3,3,236,242,0
Lce1c,3,3,236,242,0
Olfr470,0,0,242,242,0
Arl1,3,3,236,242,0
Olfr469,0,0,242,242,0
Lce3b,1,1,240,242,0
Zfp511,5,5,232,242,0
Arid5a,11,11,220,242,0
Lcn10,0,0,242,242,0
Sarm1,2,2,238,242,0
Vps13d,2,2,238,242,0
Olfr460,1,1,240,242,0
Sapcd2,12,12,218,242,0
Ldhb,7,7,228,242,0
Ldhd,7,7,228,242,0
Sap30bp,2,2,238,242,0
Ldlrap1,6,6,230,242,0
Arl8b,4,4,234,242,0
Olfr485,0,0,242,242,0
Olfr486,0,0,242,242,0
Olfr50,0,0,242,242,0
Scarf2,6,6,230,242,0
Olfr514,0,0,242,242,0
Krtap9-1,0,0,242,242,0
Krtap9-5,0,0,242,242,0
Olfr508,0,0,242,242,0
Vmn2r9,0,0,242,242,0
Vmn2r91,0,0,242,242,0
Olfr504,0,0,242,242,0
Ky,0,0,242,242,0
Scaper,2,2,238,242,0
Olfr502,0,0,242,242,0
L3hypdh,9,9,224,242,0
Armcx6,3,3,236,242,0
